drill,hole,ultrasonic_mse,adaptive_threshold,prediction,label,drill_lead_time
drill_4mm_10_batch_00_collet_1_04-02-2025,5,0.000109914945,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,6,0.37822047,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,7,0.8082882,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,8,1.240663,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,9,1.9943292,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,10,2.1170874,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,11,3.31707,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,12,4.714402,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,13,4.811948,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,14,2.976785,0.0063947844,0.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,15,3.796613,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,16,4.7736135,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,17,6.5204997,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,18,10.664886,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,19,10.98989,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,20,10.842044,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,21,10.300066,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,22,9.46026,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,23,8.922746,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,24,9.400718,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,25,10.428874,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,26,10.7178755,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,27,11.590446,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,28,14.704041,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,29,18.529238,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,30,15.331671,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,31,11.60063,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,32,17.258709,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,33,15.252866,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,34,12.641094,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,35,14.969727,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,36,17.131842,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,37,13.414423,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,38,11.406492,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,39,7.850446,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,40,10.6518755,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,41,11.988876,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,42,9.695398,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,43,9.1680355,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,44,8.754737,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,45,9.868169,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,46,9.302431,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,47,11.833347,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,48,16.007967,0.0063947844,1.0,0,44
drill_4mm_10_batch_00_collet_1_04-02-2025,49,10.9017515,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,50,2.4466736,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,51,11.398818,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,52,13.670278,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,53,11.538637,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,54,10.094593,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,55,16.324257,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,56,14.760112,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,57,13.977318,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,58,4.467119,0.0063947844,1.0,1,44
drill_4mm_10_batch_00_collet_1_04-02-2025,59,12.059696,0.0063947844,1.0,1,44
drill_4mm_11_batch_00_collet_1_05-02-2025,1,0.00014355498,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,2,0.0072160144,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,3,0.0007643634,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,4,0.0013193461,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,5,0.00016668104,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,6,1.9260479,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,7,10.0927105,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,8,18.898941,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,9,25.626602,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,10,55.532413,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,11,41.67492,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,12,42.48331,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,13,41.506958,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,14,35.444355,0.007098081,0.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,15,24.699158,0.007098081,1.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,16,25.535168,0.007098081,1.0,0,4
drill_4mm_11_batch_00_collet_1_05-02-2025,17,15.737077,0.007098081,1.0,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,18,20.173359,0.007098081,1.0,1,4
drill_4mm_11_batch_00_collet_1_05-02-2025,19,33.36717,0.007098081,1.0,1,4
drill_4mm_12_batch_01_collet_1_05-02-2025,1,1.9579502e-05,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,2,0.0022387072,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,3,0.0032531566,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,4,0.00064709235,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,5,1.4939293e-05,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,6,6.3500147,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,7,6.331252,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,8,11.251619,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,9,17.368391,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,10,39.32012,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,11,37.053032,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,12,76.45969,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,13,68.52032,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,14,79.001434,0.0032328677,0.0,0,2
drill_4mm_12_batch_01_collet_1_05-02-2025,15,69.360214,0.0032328677,1.0,1,2
drill_4mm_12_batch_01_collet_1_05-02-2025,16,27.383188,0.0032328677,1.0,1,2
drill_4mm_12_batch_01_collet_1_05-02-2025,17,18.980879,0.0032328677,1.0,1,2
drill_4mm_13_batch_01_collet_1_05-02-2025,1,0.00018013727,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,2,0.0012213963,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,3,0.0012253219,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,4,4.6250145e-05,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,5,0.0001986327,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,6,6.2564096,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,7,3.6930568,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,8,6.624481,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,9,5.2595515,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,10,7.528374,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,11,5.3988657,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,12,17.608524,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,13,5.441915,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,14,5.555811,0.0012252434,0.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,15,90.709,0.0012252434,1.0,0,3
drill_4mm_13_batch_01_collet_1_05-02-2025,16,5.3237543,0.0012252434,1.0,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,17,63.859684,0.0012252434,1.0,1,3
drill_4mm_13_batch_01_collet_1_05-02-2025,18,7.2126627,0.0012252434,1.0,1,3
drill_4mm_14_batch_01_collet_1_06-02-2025,1,9.2299015e-05,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,2,0.0047880197,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,3,0.020703865,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,4,0.0036878104,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,5,7.1977185e-05,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,6,1.2583915,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,7,1.6683092,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,8,3.785232,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,9,5.535764,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,10,7.169483,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,11,11.974577,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,12,13.174492,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,13,93.32843,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,14,11.511489,0.020385548,0.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,15,13.681973,0.020385548,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,16,10.662275,0.020385548,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,17,7.258561,0.020385548,1.0,0,6
drill_4mm_14_batch_01_collet_1_06-02-2025,18,11.8776045,0.020385548,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,19,15.289218,0.020385548,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,20,7.5488563,0.020385548,1.0,1,6
drill_4mm_14_batch_01_collet_1_06-02-2025,21,15.67824,0.020385548,1.0,1,6
drill_4mm_15_batch_01_collet_1_06-02-2025,1,0.00076835265,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,2,0.004581906,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,3,0.00103542,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,4,0.00013541603,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,5,9.447311e-05,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,6,1.48794,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,7,3.3340442,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,8,2.4367123,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,9,2.4367166,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,10,6.090932,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,11,5.9186335,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,12,6.167197,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,13,13.934298,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,14,17.21798,0.0045109764,0.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,15,11.259938,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,16,11.62184,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,17,21.054287,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,18,18.596638,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,19,19.684675,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,20,28.45822,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,21,23.219381,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,22,31.455566,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,23,34.002777,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,24,36.5972,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,25,36.288456,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,26,32.028408,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,27,29.25394,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,28,41.075226,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,29,41.96225,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,30,34.651237,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,31,4.912611,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,32,20.972466,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,33,26.135563,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,34,23.917683,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,35,26.180801,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,36,25.187096,0.0045109764,1.0,0,29
drill_4mm_15_batch_01_collet_1_06-02-2025,37,19.903147,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,38,18.772196,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,39,7.1609015,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,40,17.90348,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,41,28.162533,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,42,24.130482,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,43,5.054877,0.0045109764,1.0,1,29
drill_4mm_15_batch_01_collet_1_06-02-2025,44,22.042448,0.0045109764,1.0,1,29
drill_4mm_16_batch_01_collet_1_06-02-2025,1,6.4064945e-05,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,2,0.00037637277,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,3,0.0039882637,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,4,0.0071212193,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,5,0.0004515602,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,6,3.6804662,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,7,8.877543,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,8,2.9726925,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,9,5.956742,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,10,7.7722707,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,11,8.799089,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,12,6.676297,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,13,8.892822,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,14,15.846718,0.0070585604,0.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,15,9.369066,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,16,15.852366,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,17,25.11864,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,18,13.692598,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,19,18.594175,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,20,23.747671,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,21,17.940105,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,22,25.758827,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,23,22.431414,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,24,22.272947,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,25,21.634329,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,26,23.502571,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,27,25.627848,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,28,29.068249,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,29,31.418945,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,30,12.39444,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,31,21.296003,0.0070585604,1.0,0,23
drill_4mm_16_batch_01_collet_1_06-02-2025,32,16.724014,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,33,26.049078,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,34,12.451077,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,35,14.359471,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,36,17.345312,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,37,12.445987,0.0070585604,1.0,1,23
drill_4mm_16_batch_01_collet_1_06-02-2025,38,19.248167,0.0070585604,1.0,1,23
drill_4mm_17_batch_01_collet_1_06-02-2025,1,4.7456597e-05,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,2,0.0034404716,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,3,0.0035821376,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,4,0.0004855749,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,5,0.00021623567,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,6,0.45070022,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,7,0.86937284,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,8,1.0635916,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,9,3.9933598,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,10,3.877396,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,11,2.433967,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,12,2.1277914,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,13,5.874219,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,14,7.4274983,0.0035793043,0.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,15,3.305524,0.0035793043,1.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,16,12.0464115,0.0035793043,1.0,0,4
drill_4mm_17_batch_01_collet_1_06-02-2025,17,3.1415176,0.0035793043,1.0,1,4
drill_4mm_17_batch_01_collet_1_06-02-2025,18,4.129315,0.0035793043,1.0,1,4
drill_4mm_17_batch_01_collet_1_06-02-2025,19,6.7049704,0.0035793043,1.0,1,4
drill_4mm_18_batch_01_collet_1_07-02-2025,1,0.0006611188,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,2,0.0089812875,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,3,6.6028595e-05,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,4,0.00018761925,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,5,0.00027835622,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,6,0.8757779,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,7,0.6888949,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,8,1.0051508,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,9,1.643243,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,10,2.3534727,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,11,2.3508756,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,12,1.9654162,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,13,3.0689168,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,14,2.6502209,0.008814884,0.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,15,2.6917822,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,16,3.5531359,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,17,3.3513362,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,18,3.8829033,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,19,4.6647224,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,20,4.525839,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,21,4.671068,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,22,3.568899,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,23,4.353259,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,24,4.880584,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,25,6.380674,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,26,4.8797345,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,27,4.4764533,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,28,4.714701,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,29,5.2618856,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,30,6.57744,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,31,4.9533906,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,32,4.550996,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,33,4.3402696,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,34,1.9305485,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,35,2.888503,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,36,3.3818805,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,37,9.770102,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,38,9.708807,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,39,9.148078,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,40,10.218476,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,41,8.304358,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,42,11.58065,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,43,12.352282,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,44,15.962947,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,45,8.45456,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,46,11.221346,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,47,15.907209,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,48,22.930841,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,49,18.235298,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,50,13.430992,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,51,30.201925,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,52,10.89828,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,53,11.912458,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,54,12.871019,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,55,21.354937,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,56,23.787151,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,57,21.36137,0.008814884,1.0,0,66
drill_4mm_18_batch_01_collet_1_07-02-2025,58,10.5198555,0.008814884,1.0,0,66
